# n + 124Xe   : (n,p2d)           Total
# Q-value    =-2.47327E+01
# E-threshold= 2.49341E+01
# # energies =   121
#     E          xs       gamma xs  xs/res.prod.xs
 8.50000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 9.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 9.50000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 1.00000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.05000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.10000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.15000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.20000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.25000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.30000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.35000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.40000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.45000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.50000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.60000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.70000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.80000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.90000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 2.00000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 2.10000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 2.20000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 2.30000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 2.40000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 2.50000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 2.60000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 2.70000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 2.80000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 2.90000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 3.00000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 3.20000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 3.40000E+01 1.28632E-17 1.96816E-17 6.13426E-17
 3.60000E+01 4.81581E-14 9.17602E-14 2.48748E-13
 3.80000E+01 1.32219E-11 2.84191E-11 7.31289E-11
 4.00000E+01 8.80934E-10 2.06285E-09 5.42006E-09
 4.20000E+01 2.20035E-08 5.81962E-08 1.48626E-07
 4.40000E+01 2.31670E-07 7.10288E-07 1.70287E-06
 4.60000E+01 1.33894E-06 4.76983E-06 1.06345E-05
 4.80000E+01 5.25943E-06 2.16824E-05 4.21442E-05
 5.00000E+01 1.56182E-05 7.26133E-05 1.18039E-04
 5.20000E+01 3.61753E-05 1.84047E-04 2.42822E-04
 5.40000E+01 6.89891E-05 3.74249E-04 3.93716E-04
 5.60000E+01 1.07207E-04 6.05212E-04 5.15330E-04
 5.80000E+01 1.45951E-04 8.49376E-04 5.95300E-04
 6.00000E+01 1.77515E-04 1.05145E-03 6.43444E-04
 6.50000E+01 2.23796E-04 1.36975E-03 6.68289E-04
 7.00000E+01 2.48355E-04 1.55154E-03 6.89182E-04
 7.50000E+01 2.58236E-04 1.63348E-03 6.94244E-04
 8.00000E+01 2.67257E-04 1.70388E-03 6.78740E-04
 9.00000E+01 2.33148E-04 1.47845E-03 5.78110E-04
 1.00000E+02 1.96959E-04 1.22607E-03 4.83187E-04
 1.10000E+02 1.48261E-04 9.06965E-04 4.01643E-04
 1.20000E+02 1.14691E-04 6.91704E-04 3.31139E-04
 1.30000E+02 8.87873E-05 5.33072E-04 2.80022E-04
 1.40000E+02 7.04309E-05 4.18638E-04 2.39700E-04
 1.50000E+02 5.73856E-05 3.39437E-04 2.12287E-04
 1.60000E+02 4.62566E-05 2.72708E-04 1.86204E-04
 1.80000E+02 3.25689E-05 1.91273E-04 1.52167E-04
 2.00000E+02 2.42900E-05 1.42931E-04 1.29359E-04
