# n + 124Xe   : (n,nph)           Total
# Q-value    =-2.14638E+01
# E-threshold= 2.16386E+01
# # energies =   121
#     E          xs       gamma xs  xs/res.prod.xs
 8.50000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 9.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 9.50000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 1.00000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.05000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.10000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.15000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.20000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.25000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.30000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.35000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.40000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.45000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.50000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.60000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.70000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.80000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.90000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 2.00000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 2.10000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 2.20000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 2.30000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 2.40000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 2.50000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 2.60000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 2.70000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 2.80000E+01 1.99665E-20 3.20796E-20 1.37415E-19
 2.90000E+01 7.50455E-18 1.10488E-17 4.37796E-17
 3.00000E+01 1.23233E-15 2.24372E-15 6.47459E-15
 3.20000E+01 4.15072E-12 8.02384E-12 1.97371E-11
 3.40000E+01 1.25498E-09 2.60853E-09 5.98481E-09
 3.60000E+01 9.83939E-08 2.12205E-07 5.08228E-07
 3.80000E+01 3.25046E-06 7.41999E-06 1.79779E-05
 4.00000E+01 5.23158E-05 1.27290E-04 3.21880E-04
 4.20000E+01 4.35363E-04 1.16688E-03 2.94074E-03
 4.40000E+01 2.11134E-03 6.34564E-03 1.55192E-02
 4.60000E+01 6.87975E-03 2.34785E-02 5.46422E-02
 4.80000E+01 1.66968E-02 6.42983E-02 1.33792E-01
 5.00000E+01 3.28125E-02 1.41636E-01 2.47990E-01
 5.20000E+01 5.58797E-02 2.61103E-01 3.75085E-01
 5.40000E+01 8.25799E-02 4.10952E-01 4.71278E-01
 5.60000E+01 1.11286E-01 5.77177E-01 5.34940E-01
 5.80000E+01 1.39145E-01 7.44395E-01 5.67539E-01
 6.00000E+01 1.58002E-01 8.60189E-01 5.72716E-01
 6.50000E+01 1.89971E-01 1.07865E+00 5.67284E-01
 7.00000E+01 1.98116E-01 1.14951E+00 5.49770E-01
 7.50000E+01 1.91072E-01 1.12088E+00 5.13680E-01
 8.00000E+01 1.88190E-01 1.10983E+00 4.77938E-01
 9.00000E+01 1.60264E-01 9.29568E-01 3.97389E-01
 1.00000E+02 1.43437E-01 8.18735E-01 3.51885E-01
 1.10000E+02 1.14459E-01 6.40779E-01 3.10072E-01
 1.20000E+02 9.67151E-02 5.35367E-01 2.79239E-01
 1.30000E+02 8.09585E-02 4.46488E-01 2.55331E-01
 1.40000E+02 6.80018E-02 3.70625E-01 2.31433E-01
 1.50000E+02 5.78215E-02 3.14002E-01 2.13900E-01
 1.60000E+02 4.91523E-02 2.65577E-01 1.97860E-01
 1.80000E+02 3.73017E-02 2.00625E-01 1.74279E-01
 2.00000E+02 2.93394E-02 1.57158E-01 1.56250E-01
