# n + 124Xe   : (n,2n3p)          Total
# Q-value    =-2.91819E+01
# E-threshold= 2.94194E+01
# # energies =   121
#     E          xs       gamma xs  xs/res.prod.xs
 8.50000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 9.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 9.50000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 1.00000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.05000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.10000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.15000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.20000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.25000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.30000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.35000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.40000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.45000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.50000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.60000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.70000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.80000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.90000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 2.00000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 2.10000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 2.20000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 2.30000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 2.40000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 2.50000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 2.60000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 2.70000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 2.80000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 2.90000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 3.00000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 3.20000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 3.40000E+01 1.85063E-18 2.58226E-18 8.82540E-18
 3.60000E+01 1.14257E-14 1.77057E-14 5.90163E-14
 3.80000E+01 1.71927E-11 2.93026E-11 9.50904E-11
 4.00000E+01 2.82205E-09 5.32807E-09 1.73630E-08
 4.20000E+01 2.80454E-07 6.43187E-07 1.89438E-06
 4.40000E+01 6.56422E-06 1.67314E-05 4.82496E-05
 4.60000E+01 6.69783E-05 1.80869E-04 5.31973E-04
 4.80000E+01 4.15627E-04 1.21267E-03 3.33045E-03
 5.00000E+01 1.70860E-03 5.55648E-03 1.29133E-02
 5.20000E+01 5.09011E-03 1.83296E-02 3.41667E-02
 5.40000E+01 1.17988E-02 4.70684E-02 6.73350E-02
 5.60000E+01 2.23954E-02 9.66847E-02 1.07652E-01
 5.80000E+01 3.65022E-02 1.68862E-01 1.48884E-01
 6.00000E+01 5.29089E-02 2.56431E-01 1.91781E-01
 6.50000E+01 8.80078E-02 4.61347E-01 2.62805E-01
 7.00000E+01 1.11085E-01 5.96507E-01 3.08260E-01
 7.50000E+01 1.33963E-01 7.19027E-01 3.60148E-01
 8.00000E+01 1.59720E-01 8.63250E-01 4.05633E-01
 9.00000E+01 2.01088E-01 1.08501E+00 4.98614E-01
 1.00000E+02 2.24726E-01 1.20892E+00 5.51305E-01
 1.10000E+02 2.20343E-01 1.17345E+00 5.96917E-01
 1.20000E+02 2.18601E-01 1.15623E+00 6.31151E-01
 1.30000E+02 2.08039E-01 1.10139E+00 6.56126E-01
 1.40000E+02 2.00194E-01 1.05100E+00 6.81328E-01
 1.50000E+02 1.89079E-01 9.91602E-01 6.99462E-01
 1.60000E+02 1.77906E-01 9.30659E-01 7.16150E-01
 1.80000E+02 1.58516E-01 8.28942E-01 7.40607E-01
 2.00000E+02 1.42571E-01 7.44429E-01 7.59279E-01
